Category_ID,Variable_ID
CAT_012,stem_diameter__roll2_min
CAT_012,stem_diameter__roll2_max
CAT_012,stem_diameter__roll2_slope
CAT_012,stem_diameter__roll3_mean
CAT_012,stem_diameter__roll3_std
CAT_012,stem_diameter__roll3_min
CAT_012,stem_diameter__roll3_max
CAT_012,stem_diameter__roll3_slope
CAT_012,stem_diameter__roll4_mean
CAT_012,stem_diameter__roll4_std
CAT_012,stem_diameter__roll4_min
CAT_012,stem_diameter__roll4_max
CAT_012,stem_diameter__roll4_slope
CAT_012,theca_diameter__current
CAT_012,theca_diameter__delta
CAT_012,theca_diameter__delta_per_day
CAT_012,theca_diameter__lag1
CAT_012,theca_diameter__lag2
CAT_012,theca_diameter__lag3
CAT_012,theca_diameter__roll2_mean
CAT_012,theca_diameter__roll2_std
CAT_012,theca_diameter__roll2_min
CAT_012,theca_diameter__roll2_max
CAT_012,theca_diameter__roll2_slope
CAT_012,theca_diameter__roll3_mean
CAT_012,theca_diameter__roll3_std
CAT_012,theca_diameter__roll3_min
CAT_012,theca_diameter__roll3_max
CAT_012,theca_diameter__roll3_slope
CAT_012,theca_diameter__roll4_mean
CAT_012,theca_diameter__roll4_std
CAT_012,theca_diameter__roll4_min
CAT_012,theca_diameter__roll4_max
CAT_012,theca_diameter__roll4_slope
CAT_012,grow_length__current
CAT_012,grow_length__delta
CAT_012,grow_length__delta_per_day
CAT_012,grow_length__lag1
CAT_012,grow_length__lag2
CAT_012,grow_length__lag3
CAT_012,grow_length__roll2_mean
CAT_012,grow_length__roll2_std
CAT_012,grow_length__roll2_min
CAT_012,grow_length__roll2_max
CAT_012,grow_length__roll2_slope
CAT_012,grow_length__roll3_mean
CAT_012,grow_length__roll3_std
CAT_012,grow_length__roll3_min
CAT_012,grow_length__roll3_max
CAT_012,grow_length__roll3_slope
CAT_012,grow_length__roll4_mean
CAT_012,grow_length__roll4_std
CAT_012,grow_length__roll4_min
CAT_012,grow_length__roll4_max
CAT_012,grow_length__roll4_slope
CAT_002,fruit_cluster_num__current
CAT_002,fruit_cluster_num__delta
CAT_002,fruit_cluster_num__delta_per_day
CAT_002,fruit_cluster_num__lag1
CAT_002,fruit_cluster_num__lag2
CAT_002,fruit_cluster_num__lag3
CAT_002,fruit_cluster_num__roll2_mean
CAT_002,fruit_cluster_num__roll2_std
CAT_002,fruit_cluster_num__roll2_min
CAT_002,fruit_cluster_num__roll2_max
CAT_002,fruit_cluster_num__roll2_slope
CAT_002,fruit_cluster_num__roll3_mean
CAT_002,fruit_cluster_num__roll3_std
CAT_002,fruit_cluster_num__roll3_min
CAT_002,fruit_cluster_num__roll3_max
CAT_002,fruit_cluster_num__roll3_slope
CAT_002,fruit_cluster_num__roll4_mean
CAT_002,fruit_cluster_num__roll4_std
CAT_002,fruit_cluster_num__roll4_min
CAT_002,fruit_cluster_num__roll4_max
CAT_002,fruit_cluster_num__roll4_slope
CAT_022,fruits_num__current
CAT_022,fruits_num__delta
CAT_022,fruits_num__delta_per_day
CAT_022,fruits_num__lag1
CAT_022,fruits_num__lag2
CAT_022,fruits_num__lag3
CAT_022,fruits_num__roll2_mean
CAT_022,fruits_num__roll2_std
CAT_022,fruits_num__roll2_min
CAT_022,fruits_num__roll2_max
CAT_022,fruits_num__roll2_slope
CAT_022,fruits_num__roll3_mean
CAT_022,fruits_num__roll3_std
CAT_022,fruits_num__roll3_min
CAT_022,fruits_num__roll3_max
CAT_022,fruits_num__roll3_slope
CAT_022,fruits_num__roll4_mean
CAT_022,fruits_num__roll4_std
CAT_022,fruits_num__roll4_min
CAT_022,fruits_num__roll4_max
CAT_022,fruits_num__roll4_slope
CAT_022,fruits_weight__current
CAT_022,fruits_weight__delta
CAT_022,fruits_weight__delta_per_day
CAT_022,fruits_weight__lag1
CAT_022,fruits_weight__lag2
CAT_022,fruits_weight__lag3
CAT_022,fruits_weight__roll2_mean
CAT_022,fruits_weight__roll2_std
CAT_022,fruits_weight__roll2_min
CAT_022,fruits_weight__roll2_max
CAT_022,fruits_weight__roll2_slope
CAT_022,fruits_weight__roll3_mean
CAT_022,fruits_weight__roll3_std
CAT_022,fruits_weight__roll3_min
CAT_022,fruits_weight__roll3_max
CAT_022,fruits_weight__roll3_slope
CAT_022,fruits_weight__roll4_mean
CAT_022,fruits_weight__roll4_std
CAT_022,fruits_weight__roll4_min
CAT_022,fruits_weight__roll4_max
CAT_022,fruits_weight__roll4_slope
CAT_020,flower_count__current
CAT_020,flower_count__delta
CAT_020,flower_count__delta_per_day
CAT_020,flower_count__lag1
CAT_020,flower_count__lag2
CAT_020,flower_count__lag3
CAT_020,flower_count__roll2_mean
CAT_020,flower_count__roll2_std
CAT_020,flower_count__roll2_min
CAT_020,flower_count__roll2_max
CAT_020,flower_count__roll2_slope
CAT_020,flower_count__roll3_mean
CAT_020,flower_count__roll3_std
CAT_020,flower_count__roll3_min
CAT_020,flower_count__roll3_max
CAT_020,flower_count__roll3_slope
CAT_020,flower_count__roll4_mean
CAT_020,flower_count__roll4_std
CAT_020,flower_count__roll4_min
CAT_020,flower_count__roll4_max
CAT_020,flower_count__roll4_slope
CAT_023,fruit_count__current
CAT_023,fruit_count__delta
CAT_023,fruit_count__delta_per_day
CAT_023,fruit_count__lag1
CAT_023,fruit_count__lag2
CAT_023,fruit_count__lag3
CAT_023,fruit_count__roll2_mean
CAT_023,fruit_count__roll2_std
CAT_023,fruit_count__roll2_min
CAT_023,fruit_count__roll2_max
CAT_023,fruit_count__roll2_slope
CAT_023,fruit_count__roll3_mean
CAT_023,fruit_count__roll3_std
CAT_023,fruit_count__roll3_min
CAT_023,fruit_count__roll3_max
CAT_023,fruit_count__roll3_slope
CAT_023,fruit_count__roll4_mean
CAT_023,fruit_count__roll4_std
CAT_023,fruit_count__roll4_min
CAT_023,fruit_count__roll4_max
CAT_023,fruit_count__roll4_slope
CAT_002,current_max_truss_number__current
CAT_002,current_max_truss_number__delta
CAT_002,current_max_truss_number__delta_per_day
CAT_002,current_max_truss_number__lag1
CAT_002,current_max_truss_number__lag2
CAT_002,current_max_truss_number__lag3
CAT_002,current_max_truss_number__roll2_mean
CAT_002,current_max_truss_number__roll2_std
CAT_002,current_max_truss_number__roll2_min
CAT_002,current_max_truss_number__roll2_max
CAT_002,current_max_truss_number__roll2_slope
CAT_002,current_max_truss_number__roll3_mean
CAT_002,current_max_truss_number__roll3_std
CAT_002,current_max_truss_number__roll3_min
CAT_002,current_max_truss_number__roll3_max
CAT_002,current_max_truss_number__roll3_slope
CAT_002,current_max_truss_number__roll4_mean
CAT_002,current_max_truss_number__roll4_std
CAT_002,current_max_truss_number__roll4_min
CAT_002,current_max_truss_number__roll4_max
CAT_002,current_max_truss_number__roll4_slope
CAT_002,positive_truss_count__current
CAT_002,positive_truss_count__delta
CAT_002,positive_truss_count__delta_per_day
CAT_002,positive_truss_count__lag1
CAT_002,positive_truss_count__lag2
CAT_002,positive_truss_count__lag3
CAT_002,positive_truss_count__roll2_mean
CAT_002,positive_truss_count__roll2_std
CAT_002,positive_truss_count__roll2_min
CAT_002,positive_truss_count__roll2_max
CAT_002,positive_truss_count__roll2_slope
CAT_002,positive_truss_count__roll3_mean
CAT_002,positive_truss_count__roll3_std
CAT_002,positive_truss_count__roll3_min
CAT_002,positive_truss_count__roll3_max
CAT_002,positive_truss_count__roll3_slope
CAT_002,positive_truss_count__roll4_mean
CAT_002,positive_truss_count__roll4_std
CAT_002,positive_truss_count__roll4_min
CAT_002,positive_truss_count__roll4_max
CAT_002,positive_truss_count__roll4_slope
CAT_005,observed_truss_count__current
CAT_005,observed_truss_count__delta
CAT_005,observed_truss_count__delta_per_day
CAT_005,observed_truss_count__lag1
CAT_005,observed_truss_count__lag2
CAT_005,observed_truss_count__lag3
CAT_005,observed_truss_count__roll2_mean
CAT_005,observed_truss_count__roll2_std
CAT_005,observed_truss_count__roll2_min
CAT_005,observed_truss_count__roll2_max
CAT_005,observed_truss_count__roll2_slope
CAT_005,observed_truss_count__roll3_mean
CAT_005,observed_truss_count__roll3_std
CAT_005,observed_truss_count__roll3_min
CAT_005,observed_truss_count__roll3_max
CAT_005,observed_truss_count__roll3_slope
CAT_005,observed_truss_count__roll4_mean
CAT_005,observed_truss_count__roll4_std
CAT_005,observed_truss_count__roll4_min
CAT_005,observed_truss_count__roll4_max
CAT_005,observed_truss_count__roll4_slope
CAT_008,CR__CC01_1_B_C__1d_active_fraction
CAT_008,CR__CC01_1_B_C__3d_active_fraction
CAT_008,CR__CC01_1_B_C__7d_active_fraction
CAT_008,CR__CC01_1_F_C__1d_active_fraction
CAT_008,CR__CC01_1_F_C__3d_active_fraction
CAT_008,CR__CC01_1_F_C__7d_active_fraction
CAT_008,CR__CC01_1_L_C__1d_active_fraction
CAT_008,CR__CC01_1_L_C__3d_active_fraction
CAT_008,CR__CC01_1_L_C__7d_active_fraction
CAT_008,CR__CC01_1_R_C__1d_active_fraction
CAT_008,CR__CC01_1_R_C__3d_active_fraction
CAT_008,CR__CC01_1_R_C__7d_active_fraction
CAT_008,CR__CC01_2_B_C__1d_active_fraction
CAT_008,CR__CC01_2_B_C__3d_active_fraction
CAT_008,CR__CC01_2_B_C__7d_active_fraction
CAT_008,CR__CC01_2_F_C__1d_active_fraction
CAT_008,CR__CC01_2_F_C__3d_active_fraction
CAT_008,CR__CC01_2_F_C__7d_active_fraction
CAT_008,CR__CC01_2_L_C__1d_active_fraction
CAT_008,CR__CC01_2_L_C__3d_active_fraction
CAT_008,CR__CC01_2_L_C__7d_active_fraction
CAT_008,CR__CC01_2_R_C__1d_active_fraction
CAT_008,CR__CC01_2_R_C__3d_active_fraction
CAT_008,CR__CC01_2_R_C__7d_active_fraction
CAT_008,CR__CC01_3_B_C__1d_active_fraction
CAT_008,CR__CC01_3_B_C__3d_active_fraction
CAT_008,CR__CC01_3_B_C__7d_active_fraction
CAT_008,CR__CC01_3_F_C__1d_active_fraction
CAT_008,CR__CC01_3_F_C__3d_active_fraction
CAT_008,CR__CC01_3_F_C__7d_active_fraction
CAT_008,CR__CC01_3_L_C__1d_active_fraction
CAT_008,CR__CC01_3_L_C__3d_active_fraction
CAT_008,CR__CC01_3_L_C__7d_active_fraction
CAT_008,CR__CC01_3_R_C__1d_active_fraction
CAT_008,CR__CC01_3_R_C__3d_active_fraction
CAT_008,CR__CC01_3_R_C__7d_active_fraction
CAT_008,CR__CC03_1_B_C__1d_active_fraction
CAT_008,CR__CC03_1_B_C__3d_active_fraction
CAT_008,CR__CC03_1_B_C__7d_active_fraction
CAT_008,CR__CC03_1_F_C__1d_active_fraction
CAT_008,CR__CC03_1_F_C__3d_active_fraction
CAT_008,CR__CC03_1_F_C__7d_active_fraction
CAT_008,CR__CC03_1_L_C__1d_active_fraction
CAT_008,CR__CC03_1_L_C__3d_active_fraction
CAT_008,CR__CC03_1_L_C__7d_active_fraction
CAT_008,CR__CC03_1_R_C__1d_active_fraction
CAT_008,CR__CC03_1_R_C__3d_active_fraction
CAT_008,CR__CC03_1_R_C__7d_active_fraction
CAT_008,CR__CC03_2_B_C__1d_active_fraction
CAT_008,CR__CC03_2_B_C__3d_active_fraction
CAT_008,CR__CC03_2_B_C__7d_active_fraction
CAT_008,CR__CC03_2_F_C__1d_active_fraction
CAT_008,CR__CC03_2_F_C__3d_active_fraction
CAT_008,CR__CC03_2_F_C__7d_active_fraction
CAT_008,CR__CC03_2_L_C__1d_active_fraction
CAT_008,CR__CC03_2_L_C__3d_active_fraction
CAT_008,CR__CC03_2_L_C__7d_active_fraction
CAT_008,CR__CC03_2_R_C__1d_active_fraction
CAT_008,CR__CC03_2_R_C__3d_active_fraction
CAT_008,CR__CC03_2_R_C__7d_active_fraction
CAT_008,CR__CC03_3_B_C__1d_active_fraction
CAT_008,CR__CC03_3_B_C__3d_active_fraction
CAT_008,CR__CC03_3_B_C__7d_active_fraction
CAT_008,CR__CC03_3_F_C__1d_active_fraction
CAT_008,CR__CC03_3_F_C__3d_active_fraction
CAT_008,CR__CC03_3_F_C__7d_active_fraction
CAT_008,CR__CC03_3_L_C__1d_active_fraction
CAT_008,CR__CC03_3_L_C__3d_active_fraction
CAT_008,CR__CC03_3_L_C__7d_active_fraction
CAT_008,CR__CC03_3_R_C__1d_active_fraction
CAT_008,CR__CC03_3_R_C__3d_active_fraction
CAT_008,CR__CC03_3_R_C__7d_active_fraction
CAT_044,CR__CC0403__1d_active_fraction
CAT_044,CR__CC0403__3d_active_fraction
CAT_044,CR__CC0403__7d_active_fraction
CAT_044,CR__CC0503__1d_active_fraction
CAT_044,CR__CC0503__3d_active_fraction
CAT_044,CR__CC0503__7d_active_fraction
CAT_013,CR__CC0803__1d_active_fraction
CAT_013,CR__CC0803__3d_active_fraction
CAT_013,CR__CC0803__7d_active_fraction
CAT_042,CR__CC0903__1d_active_fraction
CAT_042,CR__CC0903__3d_active_fraction
CAT_042,CR__CC0903__7d_active_fraction
CAT_001,CR__CC1103__1d_active_fraction
CAT_001,CR__CC1103__3d_active_fraction
CAT_001,CR__CC1103__7d_active_fraction
CAT_042,CR__CC1203__1d_active_fraction
CAT_042,CR__CC1203__3d_active_fraction
CAT_042,CR__CC1203__7d_active_fraction
CAT_014,CR__CC1303__1d_active_fraction
CAT_014,CR__CC1303__3d_active_fraction
CAT_014,CR__CC1303__7d_active_fraction
CAT_015,CR__CC1403__1d_active_fraction
CAT_015,CR__CC1403__3d_active_fraction
CAT_015,CR__CC1403__7d_active_fraction
CAT_014,CR__CC1703__1d_active_fraction
CAT_014,CR__CC1703__3d_active_fraction
CAT_014,CR__CC1703__7d_active_fraction
CAT_013,CR__CC1803__1d_active_fraction
CAT_013,CR__CC1803__3d_active_fraction
CAT_013,CR__CC1803__7d_active_fraction
CAT_013,CR__CC1903__1d_active_fraction
CAT_013,CR__CC1903__3d_active_fraction
CAT_013,CR__CC1903__7d_active_fraction
CAT_018,CR__CC2003__1d_active_fraction
CAT_018,CR__CC2003__3d_active_fraction
CAT_018,CR__CC2003__7d_active_fraction
CAT_018,CR__CC2103__1d_active_fraction
CAT_018,CR__CC2103__3d_active_fraction
CAT_018,CR__CC2103__7d_active_fraction
CAT_035,CR__CC22_D_C__1d_active_fraction
CAT_035,CR__CC22_D_C__3d_active_fraction
CAT_035,CR__CC22_D_C__7d_active_fraction
CAT_035,CR__CC22_H_C__1d_active_fraction
CAT_035,CR__CC22_H_C__3d_active_fraction
CAT_035,CR__CC22_H_C__7d_active_fraction
CAT_042,CR__CC23_C_C__1d_active_fraction
CAT_042,CR__CC23_C_C__3d_active_fraction
CAT_042,CR__CC23_C_C__7d_active_fraction
CAT_042,CR__CC23_H_C__1d_active_fraction
CAT_042,CR__CC23_H_C__3d_active_fraction
CAT_042,CR__CC23_H_C__7d_active_fraction
CAT_014,CR__CC2403__1d_active_fraction
CAT_014,CR__CC2403__3d_active_fraction
CAT_014,CR__CC2403__7d_active_fraction
CAT_015,CR__CC2503__1d_active_fraction
CAT_015,CR__CC2503__3d_active_fraction
CAT_015,CR__CC2503__7d_active_fraction
CAT_018,CR__CC2603__1d_active_fraction
CAT_018,CR__CC2603__3d_active_fraction
CAT_018,CR__CC2603__7d_active_fraction
CAT_018,CR__CC2703__1d_active_fraction
CAT_018,CR__CC2703__3d_active_fraction
CAT_018,CR__CC2703__7d_active_fraction
CAT_018,CR__CC2803__1d_active_fraction
CAT_018,CR__CC2803__3d_active_fraction
CAT_018,CR__CC2803__7d_active_fraction
CAT_018,CR__CC2903__1d_active_fraction
CAT_018,CR__CC2903__3d_active_fraction
CAT_018,CR__CC2903__7d_active_fraction
CAT_044,CR__CC3101__1d_active_fraction
CAT_044,CR__CC3101__3d_active_fraction
CAT_044,CR__CC3101__7d_active_fraction
CAT_044,CR__CC3201__1d_active_fraction
CAT_044,CR__CC3201__3d_active_fraction
CAT_044,CR__CC3201__7d_active_fraction
CAT_016,EI__CI__1d_mean
CAT_016,EI__CI__1d_std
CAT_016,EI__CI__1d_min
CAT_016,EI__CI__1d_max
CAT_016,EI__CI__3d_mean
CAT_016,EI__CI__3d_std
CAT_016,EI__CI__3d_min
CAT_016,EI__CI__3d_max
CAT_016,EI__CI__7d_mean
CAT_016,EI__CI__7d_std
CAT_016,EI__CI__7d_min
CAT_016,EI__CI__7d_max
CAT_045,EI__DT__1d_mean
CAT_045,EI__DT__1d_std
CAT_045,EI__DT__1d_min
CAT_045,EI__DT__1d_max
CAT_045,EI__DT__3d_mean
CAT_045,EI__DT__3d_std
CAT_045,EI__DT__3d_min
CAT_045,EI__DT__3d_max
CAT_045,EI__DT__7d_mean
CAT_045,EI__DT__7d_std
CAT_045,EI__DT__7d_min
CAT_045,EI__DT__7d_max
CAT_045,EI__HI__1d_mean
CAT_045,EI__HI__1d_std
CAT_045,EI__HI__1d_min
CAT_045,EI__HI__1d_max
CAT_045,EI__HI__3d_mean
CAT_045,EI__HI__3d_std
CAT_045,EI__HI__3d_min
CAT_045,EI__HI__3d_max
CAT_045,EI__HI__7d_mean
CAT_045,EI__HI__7d_std
CAT_045,EI__HI__7d_min
CAT_045,EI__HI__7d_max
CAT_045,EI__HI01__1d_mean
CAT_045,EI__HI01__1d_std
CAT_045,EI__HI01__1d_min
CAT_045,EI__HI01__1d_max
CAT_045,EI__HI01__3d_mean
CAT_045,EI__HI01__3d_std
CAT_045,EI__HI01__3d_min
CAT_045,EI__HI01__3d_max
CAT_045,EI__HI01__7d_mean
CAT_045,EI__HI01__7d_std
CAT_045,EI__HI01__7d_min
CAT_045,EI__HI01__7d_max
CAT_045,EI__HI02__1d_mean
CAT_045,EI__HI02__1d_std
CAT_045,EI__HI02__1d_min
CAT_045,EI__HI02__1d_max
CAT_045,EI__HI02__3d_mean
CAT_045,EI__HI02__3d_std
CAT_045,EI__HI02__3d_min
CAT_045,EI__HI02__3d_max
CAT_045,EI__HI02__7d_mean
CAT_045,EI__HI02__7d_std
CAT_045,EI__HI02__7d_min
CAT_045,EI__HI02__7d_max
CAT_043,EI__ID__1d_mean
CAT_043,EI__ID__1d_std
CAT_043,EI__ID__1d_min
CAT_043,EI__ID__1d_max
CAT_043,EI__ID__3d_mean
CAT_043,EI__ID__3d_std
CAT_043,EI__ID__3d_min
CAT_043,EI__ID__3d_max
CAT_043,EI__ID__7d_mean
CAT_043,EI__ID__7d_std
CAT_043,EI__ID__7d_min
CAT_043,EI__ID__7d_max
CAT_043,EI__IR__1d_mean
CAT_043,EI__IR__1d_std
CAT_043,EI__IR__1d_min
CAT_043,EI__IR__1d_max
CAT_043,EI__IR__3d_mean
CAT_043,EI__IR__3d_std
CAT_043,EI__IR__3d_min
CAT_043,EI__IR__3d_max
CAT_043,EI__IR__7d_mean
CAT_043,EI__IR__7d_std
CAT_043,EI__IR__7d_min
CAT_043,EI__IR__7d_max
CAT_043,EI__IS__1d_mean
CAT_043,EI__IS__1d_std
CAT_043,EI__IS__1d_min
CAT_043,EI__IS__1d_max
CAT_043,EI__IS__3d_mean
CAT_043,EI__IS__3d_std
CAT_043,EI__IS__3d_min
CAT_043,EI__IS__3d_max
CAT_043,EI__IS__7d_mean
CAT_043,EI__IS__7d_std
CAT_043,EI__IS__7d_min
CAT_043,EI__IS__7d_max
CAT_043,EI__CR__1d_increase
CAT_043,EI__CR__3d_increase
CAT_043,EI__CR__7d_increase
CAT_043,EI__LI__1d_mean
CAT_043,EI__LI__1d_std
CAT_043,EI__LI__1d_min
CAT_043,EI__LI__1d_max
CAT_043,EI__LI__3d_mean
CAT_043,EI__LI__3d_std
CAT_043,EI__LI__3d_min
CAT_043,EI__LI__3d_max
CAT_043,EI__LI__7d_mean
CAT_043,EI__LI__7d_std
CAT_043,EI__LI__7d_min
CAT_043,EI__LI__7d_max
CAT_043,EI__LW__1d_mean
CAT_043,EI__LW__1d_std
CAT_043,EI__LW__1d_min
CAT_043,EI__LW__1d_max
CAT_043,EI__LW__3d_mean
CAT_043,EI__LW__3d_std
CAT_043,EI__LW__3d_min
CAT_043,EI__LW__3d_max
CAT_043,EI__LW__7d_mean
CAT_043,EI__LW__7d_std
CAT_043,EI__LW__7d_min
CAT_043,EI__LW__7d_max
CAT_045,EI__TI__1d_mean
CAT_045,EI__TI__1d_std
CAT_045,EI__TI__1d_min
CAT_045,EI__TI__1d_max
CAT_045,EI__TI__3d_mean
CAT_045,EI__TI__3d_std
CAT_045,EI__TI__3d_min
CAT_045,EI__TI__3d_max
CAT_045,EI__TI__7d_mean
CAT_045,EI__TI__7d_std
CAT_045,EI__TI__7d_min
CAT_045,EI__TI__7d_max
CAT_010,EI__WS__1d_mean
CAT_010,EI__WS__1d_std
CAT_010,EI__WS__1d_min
CAT_010,EI__WS__1d_max
CAT_010,EI__WS__3d_mean
CAT_010,EI__WS__3d_std
CAT_010,EI__WS__3d_min
CAT_010,EI__WS__3d_max
CAT_010,EI__WS__7d_mean
CAT_010,EI__WS__7d_std
CAT_010,EI__WS__7d_min
CAT_010,EI__WS__7d_max
CAT_007,EO__CR__1d_increase
CAT_007,EO__CR__3d_increase
CAT_007,EO__CR__7d_increase
CAT_028,EO__CS__1d_increase
CAT_028,EO__CS__3d_increase
CAT_028,EO__CS__7d_increase
CAT_036,EO__DC__1d_mean
CAT_036,EO__DC__1d_std
CAT_036,EO__DC__1d_min
CAT_036,EO__DC__1d_max
CAT_036,EO__DC__3d_mean
CAT_036,EO__DC__3d_std
CAT_036,EO__DC__3d_min
CAT_036,EO__DC__3d_max
CAT_036,EO__DC__7d_mean
CAT_036,EO__DC__7d_std
CAT_036,EO__DC__7d_min
CAT_036,EO__DC__7d_max
CAT_028,EO__DS__1d_mean
CAT_028,EO__DS__1d_std
CAT_028,EO__DS__1d_min
CAT_028,EO__DS__1d_max
CAT_028,EO__DS__3d_mean
CAT_028,EO__DS__3d_std
CAT_028,EO__DS__3d_min
CAT_028,EO__DS__3d_max
CAT_028,EO__DS__7d_mean
CAT_028,EO__DS__7d_std
CAT_028,EO__DS__7d_min
CAT_028,EO__DS__7d_max
CAT_036,EO__DT__1d_mean
CAT_036,EO__DT__1d_std
CAT_036,EO__DT__1d_min
CAT_036,EO__DT__1d_max
CAT_036,EO__DT__3d_mean
CAT_036,EO__DT__3d_std
CAT_036,EO__DT__3d_min
CAT_036,EO__DT__3d_max
CAT_036,EO__DT__7d_mean
CAT_036,EO__DT__7d_std
CAT_036,EO__DT__7d_min
CAT_036,EO__DT__7d_max
CAT_036,EO__HE__1d_mean
CAT_036,EO__HE__1d_std
CAT_036,EO__HE__1d_min
CAT_036,EO__HE__1d_max
CAT_036,EO__HE__3d_mean
CAT_036,EO__HE__3d_std
CAT_036,EO__HE__3d_min
CAT_036,EO__HE__3d_max
CAT_036,EO__HE__7d_mean
CAT_036,EO__HE__7d_std
CAT_036,EO__HE__7d_min
CAT_036,EO__HE__7d_max
CAT_036,EO__HR__1d_mean
CAT_036,EO__HR__1d_std
CAT_036,EO__HR__1d_min
CAT_036,EO__HR__1d_max
CAT_036,EO__HR__3d_mean
CAT_036,EO__HR__3d_std
CAT_036,EO__HR__3d_min
CAT_036,EO__HR__3d_max
CAT_036,EO__HR__7d_mean
CAT_036,EO__HR__7d_std
CAT_036,EO__HR__7d_min
CAT_036,EO__HR__7d_max
CAT_007,EO__PD__1d_mean
CAT_007,EO__PD__1d_std
CAT_007,EO__PD__1d_min
CAT_007,EO__PD__1d_max
CAT_007,EO__PD__3d_mean
CAT_007,EO__PD__3d_std
CAT_007,EO__PD__3d_min
CAT_007,EO__PD__3d_max
CAT_007,EO__PD__7d_mean
CAT_007,EO__PD__7d_std
CAT_007,EO__PD__7d_min
CAT_007,EO__PD__7d_max
CAT_028,EO__RF__1d_mean
CAT_028,EO__RF__1d_std
CAT_028,EO__RF__1d_min
CAT_028,EO__RF__1d_max
CAT_028,EO__RF__3d_mean
CAT_028,EO__RF__3d_std
CAT_028,EO__RF__3d_min
CAT_028,EO__RF__3d_max
CAT_028,EO__RF__7d_mean
CAT_028,EO__RF__7d_std
CAT_028,EO__RF__7d_min
CAT_028,EO__RF__7d_max
CAT_028,EO__RP__1d_active_fraction
CAT_028,EO__RP__3d_active_fraction
CAT_028,EO__RP__7d_active_fraction
CAT_007,EO__SR__1d_mean
CAT_007,EO__SR__1d_std
CAT_007,EO__SR__1d_min
CAT_007,EO__SR__1d_max
CAT_007,EO__SR__3d_mean
